"STATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT09","WT11","WT14"
"USC00454169","1920-01-01",,,"0.00","0.0",,"41","26",,,,,,,,,
"USC00454169","1920-01-02",,,"0.00","0.0",,"33","27","33",,,,,,,,
"USC00454169","1920-01-03",,,"0.00","0.0",,"33","26","32","    1",,,,,,,
"USC00454169","1920-01-04",,,"0.00","0.0",,"33","26","32","    1",,,,,,,
"USC00454169","1920-01-05",,,"0.23","0.0",,"37","31","36",,,,,,,,
"USC00454169","1920-01-06",,,"0.00","0.0",,"41","31","38",,,,,,,,
"USC00454169","1920-01-07",,,"0.00","0.0",,"44","32","35",,,,,,,,
"USC00454169","1920-01-08",,,"0.00","0.0",,"44","22","34",,,,,,,,
"USC00454169","1920-01-09",,,"0.00","0.0",,"35","27","35",,,,,,,,
"USC00454169","1920-01-10",,,"0.00","0.0",,"36","30","33",,,,,,,,
"USC00454169","1920-01-11",,,"0.00","0.0",,"41","30","41",,,,,,,,
"USC00454169","1920-01-12",,,"0.00","0.0",,"48","38","47",,,,,,,,
"USC00454169","1920-01-13",,,"0.00","0.0",,"51","29","45",,,,,,,,
"USC00454169","1920-01-14",,,"0.16","0.0",,"47","31","47",,,,,,,,
"USC00454169","1920-01-15",,,"0.00","0.0",,"51","45","47",,,,,,,,
"USC00454169","1920-01-16",,,"0.75","0.0",,"53","42","52",,,,,,,,
"USC00454169","1920-01-17",,,"0.64","0.0",,"54","47","50",,,,,,,,
"USC00454169","1920-01-18",,,"0.32","0.0",,"51","46","50",,,,,,,,
"USC00454169","1920-01-19",,,"0.06","0.0","0.0","50","37","37",,,,,,,,
"USC00454169","1920-01-20",,,"0.00","0.0",,"41","22","35",,,,,,,,
"USC00454169","1920-01-21",,,"0.00","0.0",,"35","27","33",,,,,,,,
"USC00454169","1920-01-22",,,"0.00","0.0",,"40","16",,,,,,,,,
"USC00454169","1920-01-23",,,"0.00","0.0",,"32","17","32",,,,,,,,
"USC00454169","1920-01-24",,,"0.74","0.0",,"42","26","42",,,,,,,,
"USC00454169","1920-01-25",,,"1.05","0.0",,"48","32","34",,,,,,,,
"USC00454169","1920-01-26",,,"0.10","0.0",,"38","31","36",,,,,,,,
"USC00454169","1920-01-27",,,"0.59","0.0",,"45","34","45",,,,,,,,
"USC00454169","1920-01-28",,,"0.67","0.0",,"65","43","55",,,,,,,,
"USC00454169","1920-01-29",,,"0.06","0.0",,"55","39","48",,,,,,,,
"USC00454169","1920-01-30",,,"0.87","0.0",,"52","44","48",,,,,,,,
"USC00454169","1920-01-31",,,"0.00","0.0",,"52","37","45",,,,,,,,
"USC00454169","1920-02-01",,,"0.00","0.0",,"45","37","43",,,,,,,,
"USC00454169","1920-02-02",,,"0.00","0.0",,"44","39","43",,,,,,,,
"USC00454169","1920-02-03",,,"0.00","0.0",,"54","35","47",,,,,,,,
"USC00454169","1920-02-04",,,"0.00","0.0",,"47","36","42",,,,,,,,
"USC00454169","1920-02-05",,,"0.00","0.0",,"57","35","51",,,,,,,,
"USC00454169","1920-02-06",,,"0.44","0.0",,"53","44","48",,,,,,,,
"USC00454169","1920-02-07",,,"0.16","0.0",,"50","38","45",,,,,,,,
"USC00454169","1920-02-08",,,"0.00","0.0",,"50","27","44",,,,,,,,
"USC00454169","1920-02-09",,,"0.00","0.0",,"48","26","41",,,,,,,,
"USC00454169","1920-02-10",,,"0.00","0.0",,"42","31","36",,,,,,,,
"USC00454169","1920-02-11",,,"0.00","0.0",,"42","27","36",,,,,,,,
"USC00454169","1920-02-12",,,"0.00","0.0",,"40","30","40",,,,,,,,
"USC00454169","1920-02-13",,,"0.00","0.0",,,,,,,,,,,,
"USC00454169","1920-02-14",,,"0.00","0.0",,,,,,,,,,,,
"USC00454169","1920-02-15",,,"0.00","0.0",,,,,,,,,,,,
"USC00454169","1920-02-16",,,"0.00","0.0",,,,,,,,,,,,
"USC00454169","1920-02-17",,,"0.00","0.0",,,,,,,,,,,,
"USC00454169","1920-02-18",,,"0.00","0.0",,,,,,,,,,,,
"USC00454169","1920-02-19",,,"0.00","0.0",,,,,,,,,,,,
"USC00454169","1920-02-20",,,"0.00","0.0",,"45","28","44",,,,,,,,
"USC00454169","1920-02-21",,,"0.00","0.0",,"55","25","51",,,,,,,,
"USC00454169","1920-02-22",,,"0.00","0.0",,"52","22","46",,,,,,,,
"USC00454169","1920-02-23",,,"0.00","0.0",,"53","22","46",,,,,,,,
"USC00454169","1920-02-24",,,"0.00","0.0",,"57","22","45",,,,,,,,
"USC00454169","1920-02-25",,,"0.00","0.0",,"54","24","45",,,,,,,,
"USC00454169","1920-02-26",,,"0.00","0.0",,"50","24","43",,,,,,,,
"USC00454169","1920-02-27",,,"0.00","0.0",,"52","29","41",,,,,,,,
"USC00454169","1920-02-28",,,"0.00","0.0",,"56","28","54",,,,,,,,
"USC00454169","1920-02-29",,,"0.00","0.0",,"58","21","52",,,,,,,,
"USC00454169","1920-03-01",,,"0.00","0.0",,"57","21","44",,,,,,,,
"USC00454169","1920-03-02",,,"0.00","0.0",,"49","24","43",,,,,,,,
"USC00454169","1920-03-03",,,"0.00","0.0",,"51","38","45",,,,,,,,
"USC00454169","1920-03-04",,,"0.26","0.0",,"48","40","47",,,,,,,,
"USC00454169","1920-03-05",,,"0.04","0.0",,"49","42","46",,,,,,,,
"USC00454169","1920-03-06",,,"0.00","0.0",,"59","32","48",,,,,,,,
"USC00454169","1920-03-07",,,"0.00","0.0",,"57","47","53",,,,,,,,
"USC00454169","1920-03-08",,,"0.07","0.0",,"55","41","49",,,,,,,,
"USC00454169","1920-03-09",,,"0.25","0.0",,"54","36","43",,,,,,,,
"USC00454169","1920-03-10",,,"0.10","0.0",,"50","36","43",,,,,,,,
"USC00454169","1920-03-11",,,"0.00","0.0",,"52","38","48",,,,,,,,
"USC00454169","1920-03-12",,,"0.47","0.0",,"53","39","47",,,,,,,,
"USC00454169","1920-03-13",,,"1.30","0.0",,"47","39","42",,,,,,,,
"USC00454169","1920-03-14",,,"0.00","0.0",,"51","37","42",,,,,,,,
"USC00454169","1920-03-15",,,"0.00","0.0",,"51","33","44",,,,,,,,
"USC00454169","1920-03-16",,,"0.00","0.0",,"56","28","47",,,,,,,,
"USC00454169","1920-03-17",,,"0.00","0.0",,"57","26","49",,,,,,,,
"USC00454169","1920-03-18",,,"0.00","0.0",,"56","31","49",,,,,,,,
"USC00454169","1920-03-19",,,"0.00","0.0",,"60","32","53",,,,,,,,
"USC00454169","1920-03-20",,,"0.00","0.0",,"65","37","57",,,,,,,,
"USC00454169","1920-03-21",,,"0.12","0.0",,"61","40","52",,,,,,,,
"USC00454169","1920-03-22",,,"0.00","0.0",,"60","30","49",,,,,,,,
"USC00454169","1920-03-23",,,"0.00","0.0",,"51","32","47",,,,,,,,
"USC00454169","1920-03-24",,,"0.07","0.0",,"51","40","42",,,,,,,,
"USC00454169","1920-03-25",,,"0.00","0.0",,"51","33","44",,,,,,,,
"USC00454169","1920-03-26",,,"0.00","0.0",,"44","30","42",,,,,,,,
"USC00454169","1920-03-27",,,"0.00","0.0",,"51","35","45",,,,,,,,
"USC00454169","1920-03-28",,,"0.06","0.0",,"53","41","46",,,,,,,,
"USC00454169","1920-03-29",,,"0.08","0.0",,"54","43","50",,,,,,,,
"USC00454169","1920-03-30",,,"0.06","0.0",,"50","39","43",,,,,,,,
"USC00454169","1920-03-31",,,"0.00","0.0",,"47","30","41",,,,,,,,
"USC00454169","1920-04-01",,,"0.27","0.0",,"47","30","41",,,,,,,,
"USC00454169","1920-04-02",,,"0.21","0.0",,"48","31","39",,,,,,,,
"USC00454169","1920-04-03",,,"0.11","0.0",,"42","32","38",,,,,,,,
"USC00454169","1920-04-04",,,"0.50","0.0",,"48","36","45",,,,,,,,
"USC00454169","1920-04-05",,,"0.53","0.0",,"52","31","49",,,,,,,,
"USC00454169","1920-04-06",,,"0.00","0.0",,"51","35","46",,,,,,,,
"USC00454169","1920-04-07",,,"0.39","0.0",,"53","34","45",,,,,,,,
"USC00454169","1920-04-08",,,"0.26","0.0",,"45","32","38",,,,,,,,
"USC00454169","1920-04-09",,,"0.00","0.0",,"49","33","42",,,,,,,,
"USC00454169","1920-04-10",,,"0.00","0.0",,"60","29","57",,,,,,,,
"USC00454169","1920-04-11",,,"0.00","0.0",,"62","30","61",,,,,,,,
"USC00454169","1920-04-12",,,"0.27","0.0",,"62","42","53",,,,,,,,
"USC00454169","1920-04-13",,,"0.03","0.0",,"55","40","49",,,,,,,,
"USC00454169","1920-04-14",,,"0.02","0.0",,"59","32","46",,,,,,,,
"USC00454169","1920-04-15",,,"0.02","0.0",,"55","38","50",,,,,,,,
"USC00454169","1920-04-16",,,"0.06","0.0",,"55","39","44",,,,,,,,
"USC00454169","1920-04-17",,,"0.14","0.0",,"56","38","54",,,,,,,,
"USC00454169","1920-04-18",,,"0.00","0.0",,"62","44","51",,,,,,,,
"USC00454169","1920-04-19",,,"0.37","0.0",,"53","34","42",,,,,,,,
"USC00454169","1920-04-20",,,"0.22","0.0",,"54","34","42",,,,,,,,
"USC00454169","1920-04-21",,,"0.00","0.0",,"54","38","47",,,,,,,,
"USC00454169","1920-04-22",,,"0.03","0.0",,"53","39","52",,,,,,,,
"USC00454169","1920-04-23",,,"0.00","0.0",,"60","45","56",,,,,,,,
"USC00454169","1920-04-24",,,"0.00","0.0",,"63","30","60",,,,,,,,
"USC00454169","1920-04-25",,,"0.00","0.0",,"66","32","62",,,,,,,,
"USC00454169","1920-04-26",,,"0.00","0.0",,"74","32","69",,,,,,,,
"USC00454169","1920-04-27",,,"0.00","0.0",,"69","42","59",,,,,,,,
"USC00454169","1920-04-28",,,"0.03","0.0",,"64","34","59",,,,,,,,
"USC00454169","1920-04-29",,,"0.00","0.0",,"60","33","58",,,,,,,,
"USC00454169","1920-04-30",,,"0.02","0.0",,"58","39","52",,,,,,,,
"USC00454169","1920-05-01",,,"0.00",,,"55","36","49",,,,,,,,
"USC00454169","1920-05-02",,,"0.00",,,"54","39","50",,,,,,,,
"USC00454169","1920-05-03",,,"0.00",,,"62","31",,,,,,,,,
"USC00454169","1920-05-04",,,"0.00",,,"59","31","57",,,,,,,,
"USC00454169","1920-05-05",,,"0.00",,,"67","39","65",,,,,,,,
"USC00454169","1920-05-06",,,"0.00",,,"77","35","75",,,,,,,,
"USC00454169","1920-05-07",,,"0.00",,,"83","36","77",,,,,,,,
"USC00454169","1920-05-08",,,"0.00",,,"79","37","64",,,,,,,,
"USC00454169","1920-05-09",,,"0.00",,,"68","33","57",,,,,,,,
"USC00454169","1920-05-10",,,"0.00",,,"72","36","68",,,,,,,,
"USC00454169","1920-05-11",,,"0.00",,,"77","35","59",,,,,,,,
"USC00454169","1920-05-12",,,"0.00",,,"71","33","57",,,,,,,,
"USC00454169","1920-05-13",,,"0.00",,,"67","31","62",,,,,,,,
"USC00454169","1920-05-14",,,"0.00",,,"70","32","63",,,,,,,,
"USC00454169","1920-05-15",,,"0.00",,,"69","31","59",,,,,,,,
"USC00454169","1920-05-16",,,"0.00",,,"69","37","58",,,,,,,,
"USC00454169","1920-05-17",,,"0.41",,,"67","37","59",,,,,,,,
"USC00454169","1920-05-18",,,"0.00",,,"60","38","55",,,,,,,,
"USC00454169","1920-05-19",,,"0.00",,,"69","40","67",,,,,,,,
"USC00454169","1920-05-20",,,"0.12",,,"67","35","56",,,,,,,,
"USC00454169","1920-05-21",,,"0.00",,,"59","42","58",,,,,,,,
"USC00454169","1920-05-22",,,"0.00",,,"58","38","57",,,,,,,,
"USC00454169","1920-05-23",,,"0.19",,,"64","35","57",,,,,,,,
"USC00454169","1920-05-24",,,"0.00",,,"60","32","56",,,,,,,,
"USC00454169","1920-05-25",,,"0.00",,,"64","38","62",,,,,,,,
"USC00454169","1920-05-26",,,"0.00",,,"63","41","57",,,,,,,,
"USC00454169","1920-05-27",,,"0.11",,,"63","45","58",,,,,,,,
"USC00454169","1920-05-28",,,"0.08",,,"60","42","56",,,,,,,,
"USC00454169","1920-05-29",,,"0.22",,,"58","42","52",,,,,,,,
"USC00454169","1920-05-30",,,"0.24",,,"62","41","57",,,,,,,,
"USC00454169","1920-05-31",,,"0.00",,,"69","38","64",,,,,,,,
"USC00454169","1920-06-01",,,"0.00","0.0",,"72","36","69",,,,,,,,
"USC00454169","1920-06-02",,,"0.00","0.0",,"81","37","78",,,,,,,,
"USC00454169","1920-06-03",,,"0.00","0.0",,"89","39","78",,,,,,,,
"USC00454169","1920-06-04",,,"0.00","0.0",,"78","53","69",,,,,,,,
"USC00454169","1920-06-05",,,"0.00","0.0",,"70","45","65",,,,,,,,
"USC00454169","1920-06-06",,,"0.53","0.0",,"65","44","58",,,,,,,,
"USC00454169","1920-06-07",,,"0.00","0.0",,"66","47","56",,,,,,,,
"USC00454169","1920-06-08",,,"0.27","0.0",,"65","49","61",,,,,,,,
"USC00454169","1920-06-09",,,"0.00","0.0",,"69","40","67",,,,,,,,
"USC00454169","1920-06-10",,,"0.00","0.0",,"69","50","58",,,,,,,,
"USC00454169","1920-06-11",,,"0.00","0.0",,"67","38","59",,,,,,,,
"USC00454169","1920-06-12",,,"0.00","0.0",,"78","44","67",,,,,,,,
"USC00454169","1920-06-13",,,"0.21","0.0",,"69","42","61",,,,,,,,
"USC00454169","1920-06-14",,,"0.17","0.0",,"71","39","64",,,,,,,,
"USC00454169","1920-06-15",,,"0.00","0.0",,"74","49","65",,,,,,,,
"USC00454169","1920-06-16",,,"0.12","0.0",,"69","44","58",,,,,,,,
"USC00454169","1920-06-17",,,"0.00","0.0",,"70","49","62",,,,,,,,
"USC00454169","1920-06-18",,,"0.00","0.0",,"71","44","66",,,,,,,,
"USC00454169","1920-06-19",,,"0.00","0.0",,"75","38","74",,,,,,,,
"USC00454169","1920-06-20",,,"0.00","0.0",,"78","44","71",,,,,,,,
"USC00454169","1920-06-21",,,"0.00","0.0",,"82","43","75",,,,,,,,
"USC00454169","1920-06-22",,,"0.03","0.0",,"75","49","56",,,,,,,,
"USC00454169","1920-06-23",,,"0.02","0.0",,"65","41","61",,,,,,,,
"USC00454169","1920-06-24",,,"0.00","0.0",,"66","43","55",,,,,,,,
"USC00454169","1920-06-25",,,"0.12","0.0",,"64","45","60",,,,,,,,
"USC00454169","1920-06-26",,,"0.00","0.0",,"80","42","74",,,,,,,,
"USC00454169","1920-06-27",,,"0.00","0.0",,"82","43","78",,,,,,,,
"USC00454169","1920-06-28",,,"0.00","0.0",,"84","41","76",,,,,,,,
"USC00454169","1920-06-29",,,"0.00","0.0",,"89","47","81",,,,,,,,
"USC00454169","1920-06-30",,,"0.00","0.0",,"84","49","80",,,,,,,,
"USC00454169","1920-07-01",,,"0.00",,,"81","51","77",,,,,,,,
"USC00454169","1920-07-02",,,"0.00",,,"82","45","78",,,,,,,,
"USC00454169","1920-07-03",,,"0.00",,,"84","47","83",,,,,,,,
"USC00454169","1920-07-04",,,"0.00",,,"86","47","81",,,,,,,,
"USC00454169","1920-07-05",,,"0.00",,,"94","47","86",,,,,,,,
"USC00454169","1920-07-06",,,"0.00",,,"85","43","83",,,,,,,,
"USC00454169","1920-07-07",,,"0.00",,,"88","49","79",,,,,,,,
"USC00454169","1920-07-08",,,"0.00",,,"86","50","82",,,,,,,,
"USC00454169","1920-07-09",,,"0.00",,,"85","45","68",,,,,,,,
"USC00454169","1920-07-10",,,"0.00",,,"87","49","71",,,,,,,,
"USC00454169","1920-07-11",,,"0.00",,,"69","46","58",,,,,,,,
"USC00454169","1920-07-12",,,"0.90",,,"72","52","59",,,,,,,,
"USC00454169","1920-07-13",,,"0.00",,,"74","59","62",,,,,,,,
"USC00454169","1920-07-14",,,"0.00",,,"85","48","80",,,,,,,,
"USC00454169","1920-07-15",,,"0.22",,,"82","51","67",,,,,,,,
"USC00454169","1920-07-16",,,"0.00",,,"84","47","79",,,,,,,,
"USC00454169","1920-07-17",,,"0.00",,,"80","51","72",,,,,,,,
"USC00454169","1920-07-18",,,"0.00",,,"83","50","74",,,,,,,,
"USC00454169","1920-07-19",,,"0.00",,,"79","46","70",,,,,,,,
"USC00454169","1920-07-20",,,"0.00",,,"82","45","71",,,,,,,,
"USC00454169","1920-07-21",,,"0.16",,,"79","41","62",,,,,,,,
"USC00454169","1920-07-22",,,"0.00",,,"76","47","67",,,,,,,,
"USC00454169","1920-07-23",,,"0.00",,,"87","47","69",,,,,,,,
"USC00454169","1920-07-24",,,"0.00",,,"85","49","67",,,,,,,,
"USC00454169","1920-07-25",,,"0.00",,,"82","51","69",,,,,,,,
"USC00454169","1920-07-26",,,"0.00",,,"83","42","79",,,,,,,,
"USC00454169","1920-07-27",,,"0.00",,,"85","46","83",,,,,,,,
"USC00454169","1920-07-28",,,"0.00",,,"84","53","77",,,,,,,,
"USC00454169","1920-07-29",,,"0.00",,,"78","52","69",,,,,,,,
"USC00454169","1920-07-30",,,"0.00",,,"80","44","78",,,,,,,,
"USC00454169","1920-07-31",,,"0.00",,,"79","54","73",,,,,,,,
"USC00454169","1920-08-01",,,"0.00",,,"79","56","76",,,,,,,,
"USC00454169","1920-08-02",,,"0.00",,,"81","46","77",,,,,,,,
"USC00454169","1920-08-03",,,"0.00",,,"84","50","79",,,,,,,,
"USC00454169","1920-08-04",,,"0.00",,,"82","49","76",,,,,,,,
"USC00454169","1920-08-05",,,"0.00",,,"88","45","84",,,,,,,,
"USC00454169","1920-08-06",,,"0.00",,,"84","51","80",,,,,,,,
"USC00454169","1920-08-07",,,"0.00",,,"83","50","80",,,,,,,,
"USC00454169","1920-08-08",,,"0.00",,,"86","50","82",,,,,,,,
"USC00454169","1920-08-09",,,"0.00",,,"88","52","80",,,,,,,,
"USC00454169","1920-08-10",,,"0.00",,,"87","49","83",,,,,,,,
"USC00454169","1920-08-11",,,"0.00",,,"86","51","79",,,,,,,,
"USC00454169","1920-08-12",,,"0.00",,,"90","51","81",,,,,,,,
"USC00454169","1920-08-13",,,"0.00",,,"90","50","87",,,,,,,,
"USC00454169","1920-08-14",,,"0.00",,,"89","52","87",,,,,,,,
"USC00454169","1920-08-15",,,"0.00",,,"84","49","77",,,,,,,,
"USC00454169","1920-08-16",,,"0.00",,,"80","48","74",,,,,,,,
"USC00454169","1920-08-17",,,"0.00",,,"68","47","64",,,,,,,,
"USC00454169","1920-08-18",,,"0.00",,,"72","40","68",,,,,,,,
"USC00454169","1920-08-19",,,"0.00",,,"81","39","77",,,,,,,,
"USC00454169","1920-08-20",,,"0.00",,,"85","44","81",,,,,,,,
"USC00454169","1920-08-21",,,"0.00",,,"86","48","80",,,,,,,,
"USC00454169","1920-08-22",,,"0.00",,,"81","49","75",,,,,,,,
"USC00454169","1920-08-23",,,"0.00",,,"82","46","74",,,,,,,,
"USC00454169","1920-08-24",,,"0.00",,,"72","51","68",,,,,,,,
"USC00454169","1920-08-25",,,"0.00",,,"59","46","56",,,,,,,,
"USC00454169","1920-08-26",,,"0.00",,,"73","52","67",,,,,,,,
"USC00454169","1920-08-27",,,"0.42",,,"68","50","63",,,,,,,,
"USC00454169","1920-08-28",,,"0.00",,,"69","47","62",,,,,,,,
"USC00454169","1920-08-29",,,"0.56",,,"69","41","64",,,,,,,,
"USC00454169","1920-08-30",,,"0.00",,,"72","44","69",,,,,,,,
"USC00454169","1920-08-31",,,"0.00",,,"81","42","77",,,,,,,,
"USC00454169","1920-09-01",,,,"0.0",,"87","44","86",,,,,,,,
"USC00454169","1920-09-02",,,,"0.0",,"89","46","80",,,,,,,,
"USC00454169","1920-09-03",,,,"0.0",,"86","44","75",,,,,,,,
"USC00454169","1920-09-04",,,,"0.0",,"84","43","77",,,,,,,,
"USC00454169","1920-09-05",,,,"0.0",,"79","45","71",,,,,,,,
"USC00454169","1920-09-06",,,,"0.0",,"81","47","76",,,,,,,,
"USC00454169","1920-09-07",,,,"0.0",,"79","44","71",,,,,,,,
"USC00454169","1920-09-08",,,,"0.0",,"77","46","70",,,,,,,,
"USC00454169","1920-09-09",,,,"0.0",,"75","40","66",,,,,,,,
"USC00454169","1920-09-10",,,,"0.0",,"70","42","64",,,,,,,,
"USC00454169","1920-09-11",,,,"0.0",,"69","43","61",,,,,,,,
"USC00454169","1920-09-12",,,,"0.0",,"66","45","61",,,,,,,,
"USC00454169","1920-09-13",,,,"0.0",,"67","49","64",,,,,,,,
"USC00454169","1920-09-14",,,"0.21","0.0",,"65","44","60",,,,,,,,
"USC00454169","1920-09-15",,,,"0.0",,"74","49","72",,,,,,,,
"USC00454169","1920-09-16",,,,"0.0",,"77","45","74",,,,,,,,
"USC00454169","1920-09-17",,,,"0.0",,"75","48","68",,,,,,,,
"USC00454169","1920-09-18",,,,"0.0",,"70","41","66",,,,,,,,
"USC00454169","1920-09-19",,,"0.19","0.0",,"69","47","62",,,,,,,,
"USC00454169","1920-09-20",,,"0.08","0.0",,"70","44","57",,,,,,,,
"USC00454169","1920-09-21",,,"0.21","0.0",,"61","51","55",,,,,,,,
"USC00454169","1920-09-22",,,"0.31","0.0",,"58","49","54",,,,,,,,
"USC00454169","1920-09-23",,,"0.53","0.0",,"60","47","57",,,,,,,,
"USC00454169","1920-09-24",,,,"0.0",,"62","46","56",,,,,,,,
"USC00454169","1920-09-25",,,,"0.0",,"62","48","54",,,,,,,,
"USC00454169","1920-09-26",,,,"0.0",,"67","43","64",,,,,,,,
"USC00454169","1920-09-27",,,,"0.0",,"69","47","66",,,,,,,,
"USC00454169","1920-09-28",,,,"0.0",,"70","45","65",,,,,,,,
"USC00454169","1920-09-29",,,"0.27","0.0",,"68","42","61",,,,,,,,
"USC00454169","1920-09-30",,,"0.23","0.0",,"66","41","60",,,,,,,,
"USC00454169","1920-10-01",,,"0.72","0.0",,"67","44","62",,,,,,,,
"USC00454169","1920-10-02",,,"0.38","0.0",,"63","46","59",,,,,,,,
"USC00454169","1920-10-03",,,"0.54","0.0",,"65","48","63",,,,,,,,
"USC00454169","1920-10-04",,,"0.45","0.0",,"63","46","61",,,,,,,,
"USC00454169","1920-10-05",,,"0.38","0.0",,"62","49","58",,,,,,,,
"USC00454169","1920-10-06",,,"0.22","0.0",,"66","51","56",,,,,,,,
"USC00454169","1920-10-07",,,"0.04","0.0",,"65","49","58",,,,,,,,
"USC00454169","1920-10-08",,,,"0.0",,"64","46","56",,,,,,,,
"USC00454169","1920-10-09",,,,"0.0",,"59","40","51",,,,,,,,
"USC00454169","1920-10-10",,,"0.33","0.0",,"59","43","53",,,,,,,,
"USC00454169","1920-10-11",,,"0.54","0.0",,"57","45","52",,,,,,,,
"USC00454169","1920-10-12",,,,"0.0",,"55","37","46",,,,,,,,
"USC00454169","1920-10-13",,,"0.08","0.0",,"50","35","46",,,,,,,,
"USC00454169","1920-10-14",,,"0.13","0.0",,"53","41","45",,,,,,,,
"USC00454169","1920-10-15",,,"0.20","0.0",,"55","40","44",,,,,,,,
"USC00454169","1920-10-16",,,"0.26","0.0",,"59","34","46",,,,,,,,
"USC00454169","1920-10-17",,,"0.13","0.0",,"55","35","44",,,,,,,,
"USC00454169","1920-10-18",,,"0.09","0.0",,"51","30","44",,,,,,,,
"USC00454169","1920-10-19",,,,"0.0",,"60","39","48",,,,,,,,
"USC00454169","1920-10-20",,,"0.01","0.0",,"61","42","50",,,,,,,,
"USC00454169","1920-10-21",,,"0.13","0.0",,"58","35","50",,,,,,,,
"USC00454169","1920-10-22",,,"0.02","0.0",,"59","36","52",,,,,,,,
"USC00454169","1920-10-23",,,,"0.0",,"60","36","54",,,,,,,,
"USC00454169","1920-10-24",,,"0.02","0.0",,"59","38","54",,,,,,,,
"USC00454169","1920-10-25",,,,"0.0",,"58","40","53",,,,,,,,
"USC00454169","1920-10-26",,,"0.07","0.0",,"64","42","56",,,,,,,,
"USC00454169","1920-10-27",,,,"0.0",,"62","45","54",,,,,,,,
"USC00454169","1920-10-28",,,,"0.0",,"60","41","49",,,,,,,,
"USC00454169","1920-10-29",,,,"0.0",,"58","35","45",,,,,,,,
"USC00454169","1920-10-30",,,,"0.0",,"52","33","48",,,,,,,,
"USC00454169","1920-10-31",,,,"0.0",,"50","35","46",,,,,,,,
"USC00454169","1920-11-01",,,"0.00",,,"56","38","52",,,,,,,,
"USC00454169","1920-11-02",,,"0.18",,,"61","42","54",,,,,,,,
"USC00454169","1920-11-03",,,"0.00",,,"59","40","46",,,,,,,,
"USC00454169","1920-11-04",,,"0.00",,,"57","39","48",,,,,,,,
"USC00454169","1920-11-05",,,"0.00",,,"52","35","42",,,,,,,,
"USC00454169","1920-11-06",,,"0.00",,,"53","28","44",,,,,,,,
"USC00454169","1920-11-07",,,"0.00",,,"57","25","45",,,,,,,,
"USC00454169","1920-11-08",,,"0.00",,,"60","27","43",,,,,,,,
"USC00454169","1920-11-09",,,"0.00",,,"60","25","41",,,,,,,,
"USC00454169","1920-11-10",,,"0.00",,,"60","22","37",,,,,,,,
"USC00454169","1920-11-11",,,"0.00",,,"55","34","42",,,,,,,,
"USC00454169","1920-11-12",,,"0.00",,,"50","31","46",,,,,,,,
"USC00454169","1920-11-13",,,"0.37",,,"53","34","47",,,,,,,,
"USC00454169","1920-11-14",,,"0.00",,,"55","37","49",,,,,,,,
"USC00454169","1920-11-15",,,"0.01",,,"55","35","47",,,,,,,,
"USC00454169","1920-11-16",,,"0.89",,,"60","38","50",,,,,,,,
"USC00454169","1920-11-17",,,"0.13",,,"63","40","50",,,,,,,,
"USC00454169","1920-11-18",,,"1.44",,,"65","43","53",,,,,,,,
"USC00454169","1920-11-19",,,"0.40",,,"60","44","50",,,,,,,,
"USC00454169","1920-11-20",,,"0.00",,,"59","41","49",,,,,,,,
"USC00454169","1920-11-21",,,"0.01",,,"52","37","46",,,,,,,,
"USC00454169","1920-11-22",,,"0.47",,,"54","35","49",,,,,,,,
"USC00454169","1920-11-23",,,"0.00",,,"56","34","50",,,,,,,,
"USC00454169","1920-11-24",,,"0.00",,,"50","37","46",,,,,,,,
"USC00454169","1920-11-25",,,"0.36",,,"56","35","47",,,,,,,,
"USC00454169","1920-11-26",,,"0.27",,,"54","33","42",,,,,,,,
"USC00454169","1920-11-27",,,"0.21",,,"57","39","49",,,,,,,,
"USC00454169","1920-11-28",,,"0.00",,,"56","35","47",,,,,,,,
"USC00454169","1920-11-29",,,"0.00",,,"54","33","45",,,,,,,,
"USC00454169","1920-11-30",,,"0.00",,,"53","30","30",,,,,,,,
"USC00454169","1920-12-01",,,"0.03","0.0",,"49","34","46",,,,,,,,
"USC00454169","1920-12-02",,,"0.00","0.0",,"52","40","44",,,,,,,,
"USC00454169","1920-12-03",,,"0.22","0.0",,"54","41","50",,,,,,,,
"USC00454169","1920-12-04",,,"0.00","0.0",,"52","38","46",,,,,,,,
"USC00454169","1920-12-05",,,"0.00","0.0",,"56","30",,,,,,,,,
"USC00454169","1920-12-06",,,"0.08","0.0",,"51","29",,,,,,,,,
"USC00454169","1920-12-07",,,"0.02","0.0",,"46","30","43",,,,,,,,
"USC00454169","1920-12-08",,,"0.64","0.0",,"48","30","41",,,,,,,,
"USC00454169","1920-12-09",,,"0.56","0.0",,"49","37","42",,,,,,,,
"USC00454169","1920-12-10",,,"0.38","0.0",,"46","33","41",,,,,,,,
"USC00454169","1920-12-11",,,"1.22","0.0",,"45","37","43",,,,,,,,
"USC00454169","1920-12-12",,,"0.28","0.0",,"44","35","40",,,,,,,,
"USC00454169","1920-12-13",,,"0.00","0.0",,"47","33","42",,,,,,,,
"USC00454169","1920-12-14",,,"0.00","0.0",,"46","22","36",,,,,,,,
"USC00454169","1920-12-15",,,"0.02","0.0",,"38","27","36",,,,,,,,
"USC00454169","1920-12-16",,,"0.01","0.0",,"48","32","42",,,,,,,,
